	neuroNER_ID	neuroNER_Name
6181	UNKN_REGION:4074	cell group b8
6182	UNKN_REGION:4075	medial medullary lamina
6183	UNKN_REGION:4076	medial vestibular nucleus, magnocellular part
6184	UNKN_REGION:4077	posterior parolfactory sulcus
6185	UNKN_REGION:4079	dentate gyrus, crest-granule cell layer
6186	UNKN_REGION:408	subnucleus dorsomedialis
6187	UNKN_REGION:4080	area pretectalis - not otherwise specified
6188	UNKN_REGION:4081	nucleus lateralis septi
6189	UNKN_REGION:4082	lemniscus sensitivus
6190	UNKN_REGION:4083	substantia nigra, pars reticulata
6191	UNKN_REGION:4084	frenulum
6192	UNKN_REGION:4085	nucleus preopticus medianus
6193	UNKN_REGION:4086	pituitary gland, anterior lobe
6194	UNKN_REGION:4087	nucleus raphé magnus
6195	UNKN_REGION:4088	nucleus medialis corpus mamillaris
6196	UNKN_REGION:4089	corpus quadrigeminum inferius
6197	UNKN_REGION:409	nucleus amygdalae centralis
6198	UNKN_REGION:4090	capsula corporis geniculati medialis
6199	UNKN_REGION:4091	trigone of lateral ventricle
6200	UNKN_REGION:4092	nates
6201	UNKN_REGION:4093	posterior central gyrus
6202	UNKN_REGION:4094	sulcus precentralis superior
6203	UNKN_REGION:4095	pyramid of cerebellum
6204	UNKN_REGION:4096	dentatoreticular fibers
6205	UNKN_REGION:4097	tractus olivocochlearis
6206	UNKN_REGION:4098	dorsal column nuclei
6207	UNKN_REGION:4099	medullary reticulospinal fibers
6208	UNKN_REGION:41	glossopharyngeal
6209	UNKN_REGION:410	oliva
6210	UNKN_REGION:4100	anterior median fissure
6211	UNKN_REGION:4101	geniculotemporal tract
6212	UNKN_REGION:4102	radices craniales nervi accessorii
6213	UNKN_REGION:4103	thalamolenticular portion of internal capsule
6214	UNKN_REGION:4104	nucleus of the lateral olfactory tract dorsal cap
6215	UNKN_REGION:4105	pars posterior of inferior frontal gyrus
6216	UNKN_REGION:4106	gyrus fronto-orbitalis
6217	UNKN_REGION:4107	ventral median fissure of medulla
6218	UNKN_REGION:4108	intralingual sulcus
6219	UNKN_REGION:4109	gyrus ambiens
6220	UNKN_REGION:411	medial longitudinal fasciculus of pons
6221	UNKN_REGION:4110	cerebral gyri
6222	UNKN_REGION:4111	lateral septal nucleus caudal  part ventral zone intermediate region
6223	UNKN_REGION:4112	paraventricular hypothalamic nucleus, posterior magnocellular part, lateral zone
6224	UNKN_REGION:4113	sulcus longitudinalis insulae
6225	UNKN_REGION:4114	commissure of forel
6226	UNKN_REGION:4115	external plexiform layer of the olfactory bulb
6227	UNKN_REGION:4116	nervus facialis
6228	UNKN_REGION:4117	area  frontopolaris
6229	UNKN_REGION:4118	area praeoptica lateralis
6230	UNKN_REGION:4119	quadrigeminal plate
6231	UNKN_REGION:412	sulcus calcarinus posterior
6232	UNKN_REGION:4120	nucleus centrum medianum
6233	UNKN_REGION:4121	middle temporal sulcus
6234	UNKN_REGION:4122	posterior ascending limb of lateral sulcus
6235	UNKN_REGION:4123	subparafascicular nucleus thalamus, magnocellular part
6236	UNKN_REGION:4124	parabrachial nucleus, central lateral part
6237	UNKN_REGION:4125	sulcus occipitalis anterior
6238	UNKN_REGION:4126	tractus olfactorius internus
6239	UNKN_REGION:4127	hemisphere of posterior lobe
6240	UNKN_REGION:4128	paraventricular hypothalamic nucleus, anterior magnocellular part
6241	UNKN_REGION:4129	commissural nucleus, periaqueductal gray
6242	UNKN_REGION:413	nucleus vestibularis caudalis
6243	UNKN_REGION:4130	nucleus corporis geniculati medialis, pars ventral
6244	UNKN_REGION:4131	area frontalis caudalis
6245	UNKN_REGION:4132	gyrus brevis intermedius
6246	UNKN_REGION:4133	granular cell layer of the olfactory bulb
6247	UNKN_REGION:4134	interpeduncular nucleus, rostra1 subnucleus
6248	UNKN_REGION:4135	pedunculus cerebri, pars basalis
6249	UNKN_REGION:4136	filum terminale
6250	UNKN_REGION:4137	decussatio fibrarum vestibularium
6251	UNKN_REGION:4138	regio inferior of the hippocampus
6252	UNKN_REGION:4139	area periamygdalae caudalis ventralis
6253	UNKN_REGION:414	ventral cochlear nucleus, posterior part
6254	UNKN_REGION:4140	intermediolateral cell column
6255	UNKN_REGION:4141	basal part of midbrain
6256	UNKN_REGION:4142	lateral fissure of sylvius
6257	UNKN_REGION:4143	conus terminalis
6258	UNKN_REGION:4144	horizontal zero
6259	UNKN_REGION:4145	tenia of fornix
6260	UNKN_REGION:4146	anteroventral periventricular nucleus hypothalamus
6261	UNKN_REGION:4147	ascending reticular system
6262	UNKN_REGION:4148	recessus praeopticus
6263	UNKN_REGION:4149	mediodorsal nucleus of the thalamus
6264	UNKN_REGION:415	sulcus intermedius dorsalis
6265	UNKN_REGION:4150	ramus verticalis fissurae sylvii
6266	UNKN_REGION:4151	basal nuclei
6267	UNKN_REGION:4152	nucleus pericuneatus lateralis
6268	UNKN_REGION:4153	nucleus ventralis medialis
6269	UNKN_REGION:4154	regio hypothalamica posterior - not otherwise specified
6270	UNKN_REGION:4155	taenia tecta dorsal part layer 1
6271	UNKN_REGION:4156	diagonal sulcus
6272	UNKN_REGION:4157	nucleus praegeniculatus griseus
6273	UNKN_REGION:4158	ventral occipital fasciculus
6274	UNKN_REGION:4159	nucleus reuniens, caudal division, posterior part
6275	UNKN_REGION:416	medullary reticular nucleus ventral part
6276	UNKN_REGION:4160	subparietal sulcus
6277	UNKN_REGION:4161	postrolandic gyrus
6278	UNKN_REGION:4162	mesial fillet
6279	UNKN_REGION:4163	intermediate eminence
6280	UNKN_REGION:4164	olfactory brain
6281	UNKN_REGION:4165	nucleus reticularis pontis caudalis
6282	UNKN_REGION:4166	field ca3, pyramidal layer
6283	UNKN_REGION:4167	intermediate oculomotor cell column
6284	UNKN_REGION:4168	fissura praeculminata
6285	UNKN_REGION:4169	substantia medullaris frontalis medius
6286	UNKN_REGION:417	layer of small stellate and pyramidal cells
6287	UNKN_REGION:4170	precentral convolution
6288	UNKN_REGION:4171	nucleus geniculatus lateralis  ventralis, pars caudalis
6289	UNKN_REGION:4172	brachium pontis
6290	UNKN_REGION:4173	periventricular hypothalamic zone
6291	UNKN_REGION:4174	stria of vicq d'azyr
6292	UNKN_REGION:4175	regio septalis
6293	UNKN_REGION:4176	septum
6294	UNKN_REGION:4178	reticulotegmental nucleus of the pons
6295	UNKN_REGION:4179	ventral coclear nucleus
6296	UNKN_REGION:418	reticular core
6297	UNKN_REGION:4180	inferior frontal convolution
6298	UNKN_REGION:4181	gyrus orbitalis lateralis
6299	UNKN_REGION:4182	posterior cerebellar commissure
6300	UNKN_REGION:4183	specific sensory thalamic relay nuclei
6301	UNKN_REGION:4184	central lobule, lobule iii sublobule b
6302	UNKN_REGION:4185	occipitotemporal gyrus
6303	UNKN_REGION:4186	principal nucleus of inferior olive
6304	UNKN_REGION:4187	fasciculus solitarius
6305	UNKN_REGION:4188	area 16 of brodmann
6306	UNKN_REGION:4189	ventral lateral nucleus, caudal part
6307	UNKN_REGION:419	eminentia trigemini
6308	UNKN_REGION:4190	pes lemniscus medialis
6309	UNKN_REGION:4191	lateral septal nucleus, caudal part, ventral zone, medial region, dorsal domain
6310	UNKN_REGION:4192	anteroventral periventricular nucleus of the hypothalamus
6311	UNKN_REGION:4193	fibrae nervi oculomotorii
6312	UNKN_REGION:4194	posterior complex of thalamus
6313	UNKN_REGION:4195	laterodorsal thalamic nucleus, ventrolateral part
6314	UNKN_REGION:4196	dentatorubral fibers
6315	UNKN_REGION:4197	superior frontal gyrus
6316	UNKN_REGION:4198	periolivary region
6317	UNKN_REGION:4199	tractus trigeminalis ventralis
6318	UNKN_REGION:42	polyaxonal
6319	UNKN_REGION:420	substantia medullaris parahippocampalis
6320	UNKN_REGION:4200	globus pallidus medialis
6321	UNKN_REGION:4201	nucleus basalis medialis amygdalae
6322	UNKN_REGION:4202	substantia nigra, pars mixta
6323	UNKN_REGION:4203	nucleus salivatorius inferior
6324	UNKN_REGION:4204	agranular insular area dorsal part
6325	UNKN_REGION:4205	brain sand
6326	UNKN_REGION:4206	substantia nigra compact part
6327	UNKN_REGION:4207	dentate gyrus, crest-molecular layer
6328	UNKN_REGION:4208	fibrae parietotemporopontinae
6329	UNKN_REGION:4209	auditory tubercle
6330	UNKN_REGION:421	inferior olive, subnucleus b of medial nucleus
6331	UNKN_REGION:4210	comrnissure of the inferior colliculus
6332	UNKN_REGION:4211	middle lobe of hypophysis
6333	UNKN_REGION:4212	callosomarginal gyrus
6334	UNKN_REGION:4213	sulcus insulae posterior
6335	UNKN_REGION:4214	fibrae arcuatae internae
6336	UNKN_REGION:4215	alveus of the hippocampus
6337	UNKN_REGION:4216	lateral reticular nucleus, magnocellular part
6338	UNKN_REGION:4217	nucleus fusiformis raphes
6339	UNKN_REGION:4218	fasciculus longitudinalis dorsalis
6340	UNKN_REGION:4219	uncal sulcus
6341	UNKN_REGION:422	thalamus sensory-motor cortex related
6342	UNKN_REGION:4220	nucleus limitans
6343	UNKN_REGION:4221	sulcus orbitalis medialis
6344	UNKN_REGION:4222	central part of lateral ventricle
6345	UNKN_REGION:4223	griseum pontis
6346	UNKN_REGION:4224	regio olivaris inferior - not otherwise specified
6347	UNKN_REGION:4225	supraoptic nucleus, retrochiasmatic part
6348	UNKN_REGION:4226	epithalamus
6349	UNKN_REGION:4227	prefrontal cortex
6350	UNKN_REGION:4228	anterior middle temporal sulcus
6351	UNKN_REGION:4229	nucleus pulvinaris orolateralis
6352	UNKN_REGION:423	tractus corticospinalis  lateralis
6353	UNKN_REGION:4230	cisterna cerebello-medullaris
6354	UNKN_REGION:4231	nucleus corporis trapezoidei
6355	UNKN_REGION:4232	transverse pontine fibers
6356	UNKN_REGION:4233	medial basal nucleus of amygdala
6357	UNKN_REGION:4234	sulcus intermedius primus
6358	UNKN_REGION:4235	bonin and bailey's areas
6359	UNKN_REGION:4236	nervus olfactorius
6360	UNKN_REGION:4237	dorsal nucleus of the lateral lemniscus
6361	UNKN_REGION:4238	trigeminal lemniscus
6362	UNKN_REGION:4239	dorsomedial periaqueductal gray
6363	UNKN_REGION:424	nucleus suprachiasmaticus hypothalami
6364	UNKN_REGION:4240	intracingulate sulcus
6365	UNKN_REGION:4241	striae acusticae intermedius
6366	UNKN_REGION:4242	area 17 of brodmann-09
6367	UNKN_REGION:4243	nucleus filiformis
6368	UNKN_REGION:4244	retrosplenial area ventral part zone a
6369	UNKN_REGION:4245	corpus fornicis
6370	UNKN_REGION:4246	peristriate area 19
6371	UNKN_REGION:4247	molecular layer of cerebellar cortex
6372	UNKN_REGION:4248	fundus of the striatum
6373	UNKN_REGION:4249	facial nucleus, ventral intermediate subnucleus
6374	UNKN_REGION:425	ventrolateral tegmental area
6375	UNKN_REGION:4250	nucleus dorsalis raphae
6376	UNKN_REGION:4251	cortex praestriatus
6377	UNKN_REGION:4252	periventricular nucleus of the hypothalamus
6378	UNKN_REGION:4253	fasciculus mamillothalamicus
6379	UNKN_REGION:4254	recessus supraopticus
6380	UNKN_REGION:4255	septal region
6381	UNKN_REGION:4256	external stripe of baillarger
6382	UNKN_REGION:4257	central canal
6383	UNKN_REGION:4258	lateral septal nucleus, rostral part, dorsolateral zone, medial region, dorsal domain
6384	UNKN_REGION:4259	lateral hypothalamic area, anterior region
6385	UNKN_REGION:426	posterior descending limb of lateral sulcus
6386	UNKN_REGION:4260	medial mammillary nucleus, body
6387	UNKN_REGION:4261	sacral segments of spinal cord
6388	UNKN_REGION:4262	sulcus lateralis cerebri
6389	UNKN_REGION:4263	hippocampal formation
6390	UNKN_REGION:4264	anterior horn nuclei
6391	UNKN_REGION:4265	peripalaeocortex
6392	UNKN_REGION:4266	marginal branch of cingulate sulcus
6393	UNKN_REGION:4267	area 6a of the vogts
6394	UNKN_REGION:4268	medial geniculate nucleus, parvocellular portion
6395	UNKN_REGION:4269	raphe nuclei
6396	UNKN_REGION:427	globus pallidus lateral segment
6397	UNKN_REGION:4270	posterior thalamic radiations
6398	UNKN_REGION:4271	spiral ganglion
6399	UNKN_REGION:4272	nuclei raphae
6400	UNKN_REGION:4273	subiculum dorsal part stratum radiatum
6401	UNKN_REGION:4274	pyramus
6402	UNKN_REGION:4275	pedunculi cerebri
6403	UNKN_REGION:4276	preolivary nuclei
6404	UNKN_REGION:4277	lateral pes lemniscus
6405	UNKN_REGION:4278	cavum of septum pellucidum
6406	UNKN_REGION:4279	anterior hypothalamic group
6407	UNKN_REGION:428	nucleus corporis mamillaris medialis, pars medialis
6408	UNKN_REGION:4280	nucleus ventralis posterolateralis
6409	UNKN_REGION:4281	prerubral nucleus
6410	UNKN_REGION:4282	interpeduncular nucleus, dorsolateral subnucleus
6411	UNKN_REGION:4283	thalamus polymodal association cortex related
6412	UNKN_REGION:4284	area 24a
6413	UNKN_REGION:4285	nucleus motorius nervi trigeminalis
6414	UNKN_REGION:4286	preoccipital cortex
6415	UNKN_REGION:4287	superior central nucleus raphé, lateral part
6416	UNKN_REGION:4288	central amygdaloid nucleus, capsular part
6417	UNKN_REGION:4289	lobus limbicus
6418	UNKN_REGION:429	lateral septal nucleus, rostral part, dorsolateral zone, lateral region, dorsal domain
6419	UNKN_REGION:4290	gyrus parahippocampi
6420	UNKN_REGION:4291	gyrus uncinatus
6421	UNKN_REGION:4292	gyrus frontalis inferior, pars opercularis
6422	UNKN_REGION:4293	nucleus trapezoidalis
6423	UNKN_REGION:4294	descussation of the scp
6424	UNKN_REGION:4295	nucleus parabrachialis lateralis
6425	UNKN_REGION:4296	fasciculus dorsolateralis
6426	UNKN_REGION:4297	pyramid of medulla
6427	UNKN_REGION:4298	arbor vitae cerebelli
6428	UNKN_REGION:4299	insula of calleja major
6429	UNKN_REGION:43	bilateral
6430	UNKN_REGION:430	gyrus annectens
6431	UNKN_REGION:4300	ala centralis
6432	UNKN_REGION:4301	substantia nigra compact part
6433	UNKN_REGION:4302	occipitopontine fibers
6434	UNKN_REGION:4303	preoptic periventricular hypothalamic nucleus
6435	UNKN_REGION:4304	lateral parabrachial nucleus, external part
6436	UNKN_REGION:4305	nucleus paramedianus caudalis
6437	UNKN_REGION:4306	sulcus parieto-occipitalis anterior
6438	UNKN_REGION:4307	anterior subcentral sulcus
6439	UNKN_REGION:4308	nucleus of spinal trigeminal tract
6440	UNKN_REGION:4309	tractus spinothalamicus
6441	UNKN_REGION:431	tractus spinalis nervi trigemini
6442	UNKN_REGION:4310	olfactory tubercle molecular layer
6443	UNKN_REGION:4311	postsubiculum
6444	UNKN_REGION:4312	paratrigeminal nucleus
6445	UNKN_REGION:4313	posteromedial cortical amygdaloid nucleus
6446	UNKN_REGION:4314	lentiform fibers
6447	UNKN_REGION:4315	dentate gyrus, medial blade-polymorph layer
6448	UNKN_REGION:4316	ascending branch of lateral sulcus
6449	UNKN_REGION:4317	corpus callosum splenium
6450	UNKN_REGION:4318	lamina medullaris lateralis
6451	UNKN_REGION:4319	inferior olive, beta subnucleus
6452	UNKN_REGION:432	recessus prepontinus fossae intercruralis
6453	UNKN_REGION:4320	lobulus ansiformis cerebelli
6454	UNKN_REGION:4321	radiatio geniculo-temporalis
6455	UNKN_REGION:4322	pituitary gland, intermediate lobe
6456	UNKN_REGION:4323	postsubiculum
6457	UNKN_REGION:4324	occipital gyrus
6458	UNKN_REGION:4325	substantia nigra, pars reticulata
6459	UNKN_REGION:4326	cerebral peduncle
6460	UNKN_REGION:4327	lateral septal nucleus, rostral part, medial zone, dorsal region
6461	UNKN_REGION:4328	commissura epithalamica
6462	UNKN_REGION:4329	substantia medullaris frontalis - not otherwise specified
6463	UNKN_REGION:433	reticular activating system
6464	UNKN_REGION:4330	superior rostral gyrus
6465	UNKN_REGION:4331	area angularis
6466	UNKN_REGION:4332	lateral septal complex
6467	UNKN_REGION:4333	sulcus calcarinus superior
6468	UNKN_REGION:4334	medial olfactory area
6469	UNKN_REGION:4335	lamina granularis interna
6470	UNKN_REGION:4336	bandeletta giacomini
6471	UNKN_REGION:4337	nucleus centralis dorsalis thalami
6472	UNKN_REGION:4338	tractus tectopontinus
6473	UNKN_REGION:4339	mesencephalic tectum
6474	UNKN_REGION:434	lateral septal nucleus, rostral part, ventrolateral zone, dorsal region, lateral domain
6475	UNKN_REGION:4340	chiasma nervorum opticorum
6476	UNKN_REGION:4341	principal olive
6477	UNKN_REGION:4342	gyrus fasciolaris
6478	UNKN_REGION:4343	superior occipitofrontal fasciculus
6479	UNKN_REGION:4344	nucleus reuniens caudal division posterior part
6480	UNKN_REGION:4345	corpus geniculatum laterale
6481	UNKN_REGION:4346	lamina medullaris inferior
6482	UNKN_REGION:4347	intercalated nuclei of amygdala
6483	UNKN_REGION:4348	cerebral crus
6484	UNKN_REGION:4349	nucleus praeopticus medianus
6485	UNKN_REGION:435	spinal nucleus of the trigeminal nerve, caudal part
6486	UNKN_REGION:4350	posterior complex of the thalamus
6487	UNKN_REGION:4351	spinal nucleus of the trigeminal, oral part, ventrolateral part
6488	UNKN_REGION:4352	pedunculus corporis mamillaris
6489	UNKN_REGION:4353	commissura infirma
6490	UNKN_REGION:4354	recessus chiasmatis
6491	UNKN_REGION:4355	frontal white matter - not otherwise specified
6492	UNKN_REGION:4356	parahippocampal ramus
6493	UNKN_REGION:4357	superior colliculus, motor related, deep white layer
6494	UNKN_REGION:4358	anterior olfactory nucleus posteroventral part pyramidal layer
6495	UNKN_REGION:4359	nervus accessorius, pars spinalis
6496	UNKN_REGION:436	fornix cerebri
6497	UNKN_REGION:4360	laterodorsal nucleus of the thalamus, ventrolateral part
6498	UNKN_REGION:4361	nucleus anteroinferior
6499	UNKN_REGION:4362	lateral pulvinar nucleus
6500	UNKN_REGION:4363	area subthalamica tegmentalis, pars dorsomedialis
6501	UNKN_REGION:4364	dorsal columns
6502	UNKN_REGION:4365	pars intermedia
6503	UNKN_REGION:4366	stratum superficiale pontis
6504	UNKN_REGION:4367	choroid fissure, fourth ventricle
6505	UNKN_REGION:4368	isthmus of hindbrain
6506	UNKN_REGION:4369	area 7 of mauss-08
6507	UNKN_REGION:437	anterior horn nuclear group
6508	UNKN_REGION:4370	parietooccipital sulcus
6509	UNKN_REGION:4371	substantia perforata anterior
6510	UNKN_REGION:4372	area 8
6511	UNKN_REGION:4373	nucleus magnocellularis lateralis anuli aqueductus
6512	UNKN_REGION:4374	medial mammillary nucleus median part
6513	UNKN_REGION:4375	circular nucleus
6514	UNKN_REGION:4376	nucleus subfascicularis, pars parvocellularis
6515	UNKN_REGION:4377	cortex piriformis
6516	UNKN_REGION:4378	a1 noradrenaline cells
6517	UNKN_REGION:4379	posterior pretectal nucleus
6518	UNKN_REGION:438	caudal nucleus of zona incerta
6519	UNKN_REGION:4380	pars neodentata
6520	UNKN_REGION:4381	dorsomedial nucleus of the hypothalamus, posterior part
6521	UNKN_REGION:4382	medial orbital sulcus
6522	UNKN_REGION:4383	lateral medullary lamina
6523	UNKN_REGION:4384	dentate gyrus, lateral blade-polymorph layer
6524	UNKN_REGION:4385	commissura rostralis, pars posterior
6525	UNKN_REGION:4386	gyrus parietalis medialis
6526	UNKN_REGION:4387	corpus callosum, forceps minor
6527	UNKN_REGION:4388	fissura telo-diencephalica
6528	UNKN_REGION:4389	extrastriate areas
6529	UNKN_REGION:439	precommissural hippocampus
6530	UNKN_REGION:4390	accessory short gyrus
6531	UNKN_REGION:4391	gyrus occipitotemporalis lateralis
6532	UNKN_REGION:4392	nucleus interpeduncularis medialis
6533	UNKN_REGION:4393	superficial pulvinar nucleus
6534	UNKN_REGION:4394	koniocortex
6535	UNKN_REGION:4395	lamina multiformis
6536	UNKN_REGION:4396	marginal insular sulcus
6537	UNKN_REGION:4397	stria laminae granularis interna
6538	UNKN_REGION:4398	median eminence external lamina
6539	UNKN_REGION:4399	inferior fovea
6540	UNKN_REGION:44	mesostriatal
6541	UNKN_REGION:440	substantia medullaris cerebri
6542	UNKN_REGION:4400	sulcus temporalis secundus
6543	UNKN_REGION:4401	precentral dimple
6544	UNKN_REGION:4402	folium vermis
6545	UNKN_REGION:4403	dorsomedial hypothalamic nucleus, posterior part
6546	UNKN_REGION:4404	central gray, alpha part
6547	UNKN_REGION:4405	arcuate nucleus-1
6548	UNKN_REGION:4406	nucleus supramamillaris hypothalami
6549	UNKN_REGION:4407	nucleus anteroventralis thalami
